any_collision	background_collision	baseline	clean81_index	dataset	distance	ghost_collision	ghost_spawned	impact_speed	paper_safe	raw_no_ghost_collision	source	source_scene_index	spawn_frame	summary_path	task_id	zero_collision_safe
True	False	mind	16	clean21	3.5	True	True	7.407356958227727	False	False	main650	16	444	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene20_46b85132_d3p5_mind/summary.json	scene20_46b85132_d3p5_mind	False
True	False	ours	16	clean21	3.5	True	True	3.4454290379990002	False	False	main650	16	597	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene20_46b85132_d3p5_ours/summary.json	scene20_46b85132_d3p5_ours	False
True	False	aeb_only	16	clean21	4.0	True	True	6.641313499742584	False	False	main650	16	440	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene20_46b85132_d4_aeb_only/summary.json	scene20_46b85132_d4_aeb_only	False
True	False	mind	16	clean21	4.0	True	True	7.407181260426788	False	False	main650	16	440	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene20_46b85132_d4_mind/summary.json	scene20_46b85132_d4_mind	False
True	False	ours	16	clean21	4.0	True	True	2.884271616345951	True	False	main650	16	591	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene20_46b85132_d4_ours/summary.json	scene20_46b85132_d4_ours	False
True	False	aeb_only	16	clean21	4.5	True	True	6.641313499742584	False	False	main650	16	437	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene20_46b85132_d4p5_aeb_only/summary.json	scene20_46b85132_d4p5_aeb_only	False
True	False	mind	16	clean21	4.5	True	True	7.407181260426788	False	False	main650	16	437	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene20_46b85132_d4p5_mind/summary.json	scene20_46b85132_d4p5_mind	False
True	False	ours	16	clean21	4.5	True	True	1.440641450005736	True	False	main650	16	585	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene20_46b85132_d4p5_ours/summary.json	scene20_46b85132_d4p5_ours	False
True	False	aeb_only	16	clean21	5.0	True	True	6.166464042457812	False	False	main650	16	434	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene20_46b85132_d5_aeb_only/summary.json	scene20_46b85132_d5_aeb_only	False
True	False	mind	16	clean21	5.0	True	True	7.432368056354034	False	False	main650	16	434	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene20_46b85132_d5_mind/summary.json	scene20_46b85132_d5_mind	False
False	False	ours	16	clean21	5.0	False	True		True	True	main650	16	579	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene20_46b85132_d5_ours/summary.json	scene20_46b85132_d5_ours	True
True	False	aeb_only	16	clean21	5.5	True	True	5.693437441848813	False	False	main650	16	430	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene20_46b85132_d5p5_aeb_only/summary.json	scene20_46b85132_d5p5_aeb_only	False
True	False	mind	16	clean21	5.5	True	True	7.3913892801337475	False	False	main650	16	430	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene20_46b85132_d5p5_mind/summary.json	scene20_46b85132_d5p5_mind	False
False	False	ours	16	clean21	5.5	False	True		True	True	main650	16	573	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene20_46b85132_d5p5_ours/summary.json	scene20_46b85132_d5p5_ours	True
True	False	aeb_only	17	clean21	3.0	True	True	5.970271339714256	False	False	main650	17	435	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene21_c4b2ade0_d3_aeb_only/summary.json	scene21_c4b2ade0_d3_aeb_only	False
True	False	mind	17	clean21	3.0	True	True	6.190181950754043	False	False	main650	17	435	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene21_c4b2ade0_d3_mind/summary.json	scene21_c4b2ade0_d3_mind	False
True	False	ours	17	clean21	3.0	True	True	3.254388972531962	False	False	main650	17	552	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene21_c4b2ade0_d3_ours/summary.json	scene21_c4b2ade0_d3_ours	False
True	False	aeb_only	17	clean21	3.5	True	True	5.970271339714256	False	False	main650	17	431	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene21_c4b2ade0_d3p5_aeb_only/summary.json	scene21_c4b2ade0_d3p5_aeb_only	False
True	False	mind	17	clean21	3.5	True	True	6.190181950754043	False	False	main650	17	431	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene21_c4b2ade0_d3p5_mind/summary.json	scene21_c4b2ade0_d3p5_mind	False
True	False	ours	17	clean21	3.5	True	True	2.3428651884144838	True	False	main650	17	545	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene21_c4b2ade0_d3p5_ours/summary.json	scene21_c4b2ade0_d3p5_ours	False
True	False	aeb_only	17	clean21	4.0	True	True	5.585820545714139	False	False	main650	17	426	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene21_c4b2ade0_d4_aeb_only/summary.json	scene21_c4b2ade0_d4_aeb_only	False
True	False	mind	17	clean21	4.0	True	True	6.2025288359730775	False	False	main650	17	426	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene21_c4b2ade0_d4_mind/summary.json	scene21_c4b2ade0_d4_mind	False
True	False	ours	17	clean21	4.0	True	True	1.8213473267969107	True	False	main650	17	538	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene21_c4b2ade0_d4_ours/summary.json	scene21_c4b2ade0_d4_ours	False
True	False	aeb_only	17	clean21	4.5	True	True	5.204445981805414	False	False	main650	17	422	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene21_c4b2ade0_d4p5_aeb_only/summary.json	scene21_c4b2ade0_d4p5_aeb_only	False
True	False	mind	17	clean21	4.5	True	True	6.202528682468529	False	False	main650	17	422	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene21_c4b2ade0_d4p5_mind/summary.json	scene21_c4b2ade0_d4p5_mind	False
True	False	ours	17	clean21	4.5	True	True	0.9025480242647459	True	False	main650	17	531	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene21_c4b2ade0_d4p5_ours/summary.json	scene21_c4b2ade0_d4p5_ours	False
True	False	aeb_only	17	clean21	5.0	True	True	4.66716495635512	False	False	main650	17	419	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene21_c4b2ade0_d5_aeb_only/summary.json	scene21_c4b2ade0_d5_aeb_only	False
True	False	mind	17	clean21	5.0	True	True	6.236764582030984	False	False	main650	17	419	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene21_c4b2ade0_d5_mind/summary.json	scene21_c4b2ade0_d5_mind	False
False	False	ours	17	clean21	5.0	False	True		True	True	main650	17	524	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene21_c4b2ade0_d5_ours/summary.json	scene21_c4b2ade0_d5_ours	True
True	False	aeb_only	17	clean21	5.5	True	True	4.215101464546537	False	False	main650	17	415	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene21_c4b2ade0_d5p5_aeb_only/summary.json	scene21_c4b2ade0_d5p5_aeb_only	False
True	False	mind	17	clean21	5.5	True	True	6.205214078500101	False	False	main650	17	415	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene21_c4b2ade0_d5p5_mind/summary.json	scene21_c4b2ade0_d5p5_mind	False
False	False	ours	17	clean21	5.5	False	True		True	True	main650	17	518	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene21_c4b2ade0_d5p5_ours/summary.json	scene21_c4b2ade0_d5p5_ours	True
True	False	aeb_only	18	clean21	3.0	True	True	5.52239687142671	False	False	main650	18	485	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene22_1a80b89e_d3_aeb_only/summary.json	scene22_1a80b89e_d3_aeb_only	False
True	False	mind	18	clean21	3.0	True	True	5.772185477134964	False	False	main650	18	485	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene22_1a80b89e_d3_mind/summary.json	scene22_1a80b89e_d3_mind	False
True	False	ours	18	clean21	3.0	True	True	3.8961311529618	False	False	main650	18	615	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene22_1a80b89e_d3_ours/summary.json	scene22_1a80b89e_d3_ours	False
True	False	aeb_only	18	clean21	3.5	True	True	5.52239687142671	False	False	main650	18	481	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene22_1a80b89e_d3p5_aeb_only/summary.json	scene22_1a80b89e_d3p5_aeb_only	False
True	False	mind	18	clean21	3.5	True	True	5.772185477134964	False	False	main650	18	481	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene22_1a80b89e_d3p5_mind/summary.json	scene22_1a80b89e_d3p5_mind	False
True	False	ours	18	clean21	3.5	True	True	3.525052335619124	False	False	main650	18	609	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene22_1a80b89e_d3p5_ours/summary.json	scene22_1a80b89e_d3p5_ours	False
True	False	aeb_only	18	clean21	4.0	True	True	5.215784099109398	False	False	main650	18	477	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene22_1a80b89e_d4_aeb_only/summary.json	scene22_1a80b89e_d4_aeb_only	False
True	False	mind	18	clean21	4.0	True	True	5.773697226818019	False	False	main650	18	477	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene22_1a80b89e_d4_mind/summary.json	scene22_1a80b89e_d4_mind	False
True	False	ours	18	clean21	4.0	True	True	2.9922840067658427	True	False	main650	18	604	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene22_1a80b89e_d4_ours/summary.json	scene22_1a80b89e_d4_ours	False
True	False	aeb_only	18	clean21	4.5	True	True	4.8279478988263556	False	False	main650	18	473	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene22_1a80b89e_d4p5_aeb_only/summary.json	scene22_1a80b89e_d4p5_aeb_only	False
True	False	mind	18	clean21	4.5	True	True	5.829859697499851	False	False	main650	18	473	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene22_1a80b89e_d4p5_mind/summary.json	scene22_1a80b89e_d4p5_mind	False
True	False	ours	18	clean21	4.5	True	True	2.457109984464446	True	False	main650	18	598	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene22_1a80b89e_d4p5_ours/summary.json	scene22_1a80b89e_d4p5_ours	False
True	False	aeb_only	18	clean21	5.0	True	True	4.433736693291693	False	False	main650	18	469	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene22_1a80b89e_d5_aeb_only/summary.json	scene22_1a80b89e_d5_aeb_only	False
True	False	mind	18	clean21	5.0	True	True	5.779743839183949	False	False	main650	18	469	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene22_1a80b89e_d5_mind/summary.json	scene22_1a80b89e_d5_mind	False
True	False	ours	18	clean21	5.0	True	True	1.678960784734059	True	False	main650	18	592	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene22_1a80b89e_d5_ours/summary.json	scene22_1a80b89e_d5_ours	False
True	False	aeb_only	18	clean21	5.5	True	True	4.034370194331195	False	False	main650	18	465	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene22_1a80b89e_d5p5_aeb_only/summary.json	scene22_1a80b89e_d5p5_aeb_only	False
True	False	mind	18	clean21	5.5	True	True	5.903788201845555	False	False	main650	18	465	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene22_1a80b89e_d5p5_mind/summary.json	scene22_1a80b89e_d5p5_mind	False
False	False	ours	18	clean21	5.5	False	True		True	True	main650	18	587	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene22_1a80b89e_d5p5_ours/summary.json	scene22_1a80b89e_d5p5_ours	True
True	False	aeb_only	19	clean21	3.0	True	True	6.828745768442978	False	False	main650	19	458	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene23_21f32c4e_d3_aeb_only/summary.json	scene23_21f32c4e_d3_aeb_only	False
True	False	mind	19	clean21	3.0	True	True	6.904781874870942	False	False	main650	19	458	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene23_21f32c4e_d3_mind/summary.json	scene23_21f32c4e_d3_mind	False
True	False	ours	19	clean21	3.0	True	True	4.307918725582433	False	False	main650	19	546	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene23_21f32c4e_d3_ours/summary.json	scene23_21f32c4e_d3_ours	False
True	False	aeb_only	19	clean21	3.5	True	True	6.453379464260182	False	False	main650	19	455	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene23_21f32c4e_d3p5_aeb_only/summary.json	scene23_21f32c4e_d3p5_aeb_only	False
True	False	mind	19	clean21	3.5	True	True	6.905424049395041	False	False	main650	19	455	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene23_21f32c4e_d3p5_mind/summary.json	scene23_21f32c4e_d3p5_mind	False
True	False	ours	19	clean21	3.5	True	True	3.4734922992226442	False	False	main650	19	540	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene23_21f32c4e_d3p5_ours/summary.json	scene23_21f32c4e_d3p5_ours	False
True	False	aeb_only	19	clean21	4.0	True	True	6.453379464260182	False	False	main650	19	451	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene23_21f32c4e_d4_aeb_only/summary.json	scene23_21f32c4e_d4_aeb_only	False
True	False	mind	19	clean21	4.0	True	True	6.905424049395041	False	False	main650	19	451	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene23_21f32c4e_d4_mind/summary.json	scene23_21f32c4e_d4_mind	False
True	False	ours	19	clean21	4.0	True	True	2.9248492061930094	True	False	main650	19	535	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene23_21f32c4e_d4_ours/summary.json	scene23_21f32c4e_d4_ours	False
True	False	aeb_only	19	clean21	4.5	True	True	6.000238737384144	False	False	main650	19	447	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene23_21f32c4e_d4p5_aeb_only/summary.json	scene23_21f32c4e_d4p5_aeb_only	False
True	False	mind	19	clean21	4.5	True	True	6.946811960044802	False	False	main650	19	447	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene23_21f32c4e_d4p5_mind/summary.json	scene23_21f32c4e_d4p5_mind	False
True	False	ours	19	clean21	4.5	True	True	2.289129841344179	True	False	main650	19	529	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene23_21f32c4e_d4p5_ours/summary.json	scene23_21f32c4e_d4p5_ours	False
True	False	aeb_only	19	clean21	5.0	True	True	5.60883271661271	False	False	main650	19	444	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene23_21f32c4e_d5_aeb_only/summary.json	scene23_21f32c4e_d5_aeb_only	False
True	False	mind	19	clean21	5.0	True	True	6.914892453557285	False	False	main650	19	444	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene23_21f32c4e_d5_mind/summary.json	scene23_21f32c4e_d5_mind	False
True	False	ours	19	clean21	5.0	True	True	1.3279998274415812	True	False	main650	19	523	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene23_21f32c4e_d5_ours/summary.json	scene23_21f32c4e_d5_ours	False
True	False	aeb_only	19	clean21	5.5	True	True	5.060677020224886	False	False	main650	19	440	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene23_21f32c4e_d5p5_aeb_only/summary.json	scene23_21f32c4e_d5p5_aeb_only	False
True	False	mind	19	clean21	5.5	True	True	7.01040160446247	False	False	main650	19	440	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene23_21f32c4e_d5p5_mind/summary.json	scene23_21f32c4e_d5p5_mind	False
False	False	ours	19	clean21	5.5	False	True		True	True	main650	19	517	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene23_21f32c4e_d5p5_ours/summary.json	scene23_21f32c4e_d5p5_ours	True
True	False	aeb_only	20	clean21	3.0	True	True	7.85091211542328	False	False	main650	20	478	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene25_8d42329f_d3_aeb_only/summary.json	scene25_8d42329f_d3_aeb_only	False
True	False	mind	20	clean21	3.0	True	True	7.85091211542328	False	False	main650	20	478	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene25_8d42329f_d3_mind/summary.json	scene25_8d42329f_d3_mind	False
True	False	ours	20	clean21	3.0	True	True	4.611550107012907	False	False	main650	20	641	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene25_8d42329f_d3_ours/summary.json	scene25_8d42329f_d3_ours	False
True	False	aeb_only	20	clean21	3.5	True	True	7.463078161380595	False	False	main650	20	475	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene25_8d42329f_d3p5_aeb_only/summary.json	scene25_8d42329f_d3p5_aeb_only	False
True	False	mind	20	clean21	3.5	True	True	7.851318634488219	False	False	main650	20	475	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene25_8d42329f_d3p5_mind/summary.json	scene25_8d42329f_d3p5_mind	False
True	False	ours	20	clean21	3.5	True	True	4.153564140568178	False	False	main650	20	636	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene25_8d42329f_d3p5_ours/summary.json	scene25_8d42329f_d3p5_ours	False
True	False	aeb_only	20	clean21	4.0	True	True	7.463078161380595	False	False	main650	20	472	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene25_8d42329f_d4_aeb_only/summary.json	scene25_8d42329f_d4_aeb_only	False
True	False	mind	20	clean21	4.0	True	True	7.851318634488219	False	False	main650	20	472	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene25_8d42329f_d4_mind/summary.json	scene25_8d42329f_d4_mind	False
True	False	ours	20	clean21	4.0	True	True	3.0060344625809554	False	False	main650	20	630	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene25_8d42329f_d4_ours/summary.json	scene25_8d42329f_d4_ours	False
True	False	aeb_only	20	clean21	4.5	True	True	6.996514423089407	False	False	main650	20	468	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene25_8d42329f_d4p5_aeb_only/summary.json	scene25_8d42329f_d4p5_aeb_only	False
True	False	mind	20	clean21	4.5	True	True	7.85420789425446	False	False	main650	20	468	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene25_8d42329f_d4p5_mind/summary.json	scene25_8d42329f_d4p5_mind	False
True	False	ours	20	clean21	4.5	True	True	2.321082877635061	True	False	h800	20	624	实验记录/20260531_rerun21_h800_late_or_unspawned_w21/runs/scene25_8d42329f_d4p5_ours/summary.json	scene25_8d42329f_d4p5_ours	False
True	False	aeb_only	20	clean21	5.0	True	True	6.611610818201824	False	False	main650	20	465	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene25_8d42329f_d5_aeb_only/summary.json	scene25_8d42329f_d5_aeb_only	False
True	False	mind	20	clean21	5.0	True	True	7.884383514554355	False	False	main650	20	465	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene25_8d42329f_d5_mind/summary.json	scene25_8d42329f_d5_mind	False
True	False	ours	20	clean21	5.0	True	True	1.2429991452426226	True	False	h800	20	619	实验记录/20260531_rerun21_h800_late_or_unspawned_w21/runs/scene25_8d42329f_d5_ours/summary.json	scene25_8d42329f_d5_ours	False
True	False	aeb_only	20	clean21	5.5	True	True	6.611610818201824	False	False	main650	20	462	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene25_8d42329f_d5p5_aeb_only/summary.json	scene25_8d42329f_d5p5_aeb_only	False
True	False	mind	20	clean21	5.5	True	True	7.884383514554355	False	False	main650	20	462	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene25_8d42329f_d5p5_mind/summary.json	scene25_8d42329f_d5p5_mind	False
False	False	ours	20	clean21	5.5	False	True		True	True	h800	20	613	实验记录/20260531_rerun21_h800_late_or_unspawned_w21/runs/scene25_8d42329f_d5p5_ours/summary.json	scene25_8d42329f_d5p5_ours	True
True	False	aeb_only	21	clean21	3.0	True	True	7.0579886080291665	False	False	main650	21	473	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene26_8fafec4a_d3_aeb_only/summary.json	scene26_8fafec4a_d3_aeb_only	False
True	False	mind	21	clean21	3.0	True	True	7.119920539070154	False	False	main650	21	473	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene26_8fafec4a_d3_mind/summary.json	scene26_8fafec4a_d3_mind	False
True	False	ours	21	clean21	3.0	True	True	4.00386088783752	False	False	main650	21	643	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene26_8fafec4a_d3_ours/summary.json	scene26_8fafec4a_d3_ours	False
True	False	aeb_only	21	clean21	3.5	True	True	6.745170045302871	False	False	main650	21	469	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene26_8fafec4a_d3p5_aeb_only/summary.json	scene26_8fafec4a_d3p5_aeb_only	False
True	False	mind	21	clean21	3.5	True	True	7.121100867320573	False	False	main650	21	469	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene26_8fafec4a_d3p5_mind/summary.json	scene26_8fafec4a_d3p5_mind	False
True	False	ours	21	clean21	3.5	True	True	3.605524837331422	False	False	main650	21	637	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene26_8fafec4a_d3p5_ours/summary.json	scene26_8fafec4a_d3p5_ours	False
True	False	aeb_only	21	clean21	4.0	True	True	6.745170045302871	False	False	main650	21	466	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene26_8fafec4a_d4_aeb_only/summary.json	scene26_8fafec4a_d4_aeb_only	False
True	False	mind	21	clean21	4.0	True	True	7.121100867320573	False	False	main650	21	466	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene26_8fafec4a_d4_mind/summary.json	scene26_8fafec4a_d4_mind	False
True	False	ours	21	clean21	4.0	True	True	3.0490010602659723	False	False	main650	21	631	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene26_8fafec4a_d4_ours/summary.json	scene26_8fafec4a_d4_ours	False
True	False	aeb_only	21	clean21	4.5	True	True	6.427681040698476	False	False	main650	21	463	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene26_8fafec4a_d4p5_aeb_only/summary.json	scene26_8fafec4a_d4p5_aeb_only	False
True	False	mind	21	clean21	4.5	True	True	7.124730530119772	False	False	main650	21	463	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene26_8fafec4a_d4p5_mind/summary.json	scene26_8fafec4a_d4p5_mind	False
True	False	ours	21	clean21	4.5	True	True	1.7835240690640886	True	False	h800	21	625	实验记录/20260531_rerun21_h800_late_or_unspawned_w21/runs/scene26_8fafec4a_d4p5_ours/summary.json	scene26_8fafec4a_d4p5_ours	False
True	False	aeb_only	21	clean21	5.0	True	True	6.025660427247326	False	False	main650	21	459	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene26_8fafec4a_d5_aeb_only/summary.json	scene26_8fafec4a_d5_aeb_only	False
True	False	mind	21	clean21	5.0	True	True	7.133151191913414	False	False	main650	21	459	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene26_8fafec4a_d5_mind/summary.json	scene26_8fafec4a_d5_mind	False
True	False	ours	21	clean21	5.0	True	True	0.4173585123834287	True	False	h800	21	619	实验记录/20260531_rerun21_h800_late_or_unspawned_w21/runs/scene26_8fafec4a_d5_ours/summary.json	scene26_8fafec4a_d5_ours	False
True	False	aeb_only	21	clean21	5.5	True	True	6.025660427247326	False	False	main650	21	456	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene26_8fafec4a_d5p5_aeb_only/summary.json	scene26_8fafec4a_d5p5_aeb_only	False
True	False	mind	21	clean21	5.5	True	True	7.133151191913414	False	False	main650	21	456	实验记录/20260531_qualified26_d5p5-3p0_3baselines_instant_center/runs/scene26_8fafec4a_d5p5_mind/summary.json	scene26_8fafec4a_d5p5_mind	False
False	False	ours	21	clean21	5.5	False	True		True	True	h800	21	613	实验记录/20260531_rerun21_h800_late_or_unspawned_w21/runs/scene26_8fafec4a_d5p5_ours/summary.json	scene26_8fafec4a_d5p5_ours	True
True	False	aeb_only	22	new60	3.0	True	True	6.073796504168716	False	False	main650	1	515	实验记录/20260606_new90_le3_1800_inference/runs/ghost_scene01_03b53590_d3_aeb_only/summary.json	ghost_scene01_03b53590_d3_aeb_only	False
True	False	mind	22	new60	3.0	True	True	6.296053898588068	False	False	main650	1	515	实验记录/20260606_new90_le3_1800_inference/runs/ghost_scene01_03b53590_d3_mind/summary.json	ghost_scene01_03b53590_d3_mind	False
True	False	ours	22	new60	3.0	True	True	4.370248730032496	False	False	h800	1	647	实验记录/20260607_new90_clean70_h800_late_or_unspawned_30workers/runs/ghost_scene01_03b53590_d3_ours/summary.json	ghost_scene01_03b53590_d3_ours	False
True	False	aeb_only	22	new60	3.5	True	True	6.073796504168716	False	False	main650	1	511	实验记录/20260606_new90_le3_1800_inference/runs/ghost_scene01_03b53590_d3p5_aeb_only/summary.json	ghost_scene01_03b53590_d3p5_aeb_only	False
True	False	mind	22	new60	3.5	True	True	6.296053898588068	False	False	main650	1	511	实验记录/20260606_new90_le3_1800_inference/runs/ghost_scene01_03b53590_d3p5_mind/summary.json	ghost_scene01_03b53590_d3p5_mind	False
True	False	ours	22	new60	3.5	True	True	3.994221123690787	False	False	h800	1	642	实验记录/20260607_new90_clean70_h800_late_or_unspawned_30workers/runs/ghost_scene01_03b53590_d3p5_ours/summary.json	ghost_scene01_03b53590_d3p5_ours	False
True	False	aeb_only	22	new60	4.0	True	True	5.7106559686768215	False	False	main650	1	507	实验记录/20260606_new90_le3_1800_inference/runs/ghost_scene01_03b53590_d4_aeb_only/summary.json	ghost_scene01_03b53590_d4_aeb_only	False
True	False	mind	22	new60	4.0	True	True	6.2938081996147295	False	False	main650	1	507	实验记录/20260606_new90_le3_1800_inference/runs/ghost_scene01_03b53590_d4_mind/summary.json	ghost_scene01_03b53590_d4_mind	False
True	False	ours	22	new60	4.0	True	True	3.5394138221256837	False	False	h800	1	636	实验记录/20260607_new90_clean70_h800_late_or_unspawned_30workers/runs/ghost_scene01_03b53590_d4_ours/summary.json	ghost_scene01_03b53590_d4_ours	False
True	False	aeb_only	22	new60	4.5	True	True	5.266829017512549	False	False	main650	1	503	实验记录/20260606_new90_le3_1800_inference/runs/ghost_scene01_03b53590_d4p5_aeb_only/summary.json	ghost_scene01_03b53590_d4p5_aeb_only	False
True	False	mind	22	new60	4.5	True	True	6.262111347812309	False	False	main650	1	503	实验记录/20260606_new90_le3_1800_inference/runs/ghost_scene01_03b53590_d4p5_mind/summary.json	ghost_scene01_03b53590_d4p5_mind	False
